-BEGIN HEADER-,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,
Dates (month/day/year): 09/01/2023 through 10/31/2023 ,,,,,,,,,,
Location: Regional ,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,
Parameter(s): ,,,,,,,,,,
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) ,,,,,,,,,,
-END HEADER-,,,,,,,,,,
LAT,LON,YEAR,DOY,WS10M_MAX,,Knots ,Average,Date ,T,Max
18.75,71.25,2023,255,6.67,,12.96656299,,,,
18.75,71.75,2023,255,6.35,,12.344479,,,,
18.75,72.25,2023,255,6.09,,11.83903577,,,,
18.75,72.75,2023,255,5.84,,11.35303266,,,,
18.75,73.25,2023,255,5.86,,11.39191291,,,,
19.25,69.25,2023,255,7.45,,14.48289269,,,,
19.25,69.75,2023,255,7.3,,14.19129082,,,,
19.25,70.25,2023,255,7.13,,13.86080871,,,,
19.25,70.75,2023,255,6.99,,13.58864697,,,,
19.25,71.25,2023,255,6.87,,13.35536547,,,,
19.25,71.75,2023,255,6.57,,12.77216174,,,,
19.25,72.25,2023,255,6.28,,12.20839813,,,,
19.25,72.75,2023,255,6.04,,11.74183515,,,,
19.25,73.25,2023,255,6.06,,11.7807154,,,,
19.75,69.25,2023,255,7.33,,14.2496112,,,,
19.75,69.75,2023,255,7.2,,13.99688958,,,,
19.75,70.25,2023,255,7.12,,13.84136858,,,,
19.75,70.75,2023,255,7.11,,13.82192846,,,,
19.75,71.25,2023,255,7.1,,13.80248834,,,,
19.75,71.75,2023,255,6.88,,13.3748056,,,,
19.75,72.25,2023,255,6.57,,12.77216174,,,,
19.75,72.75,2023,255,6.32,,12.28615863,,,,
19.75,73.25,2023,255,6.35,,12.344479,,,,
11.25,69.25,2023,256,5.69,,11.06143079,,,,
11.25,69.75,2023,256,5.65,,10.9836703,,,,
11.25,70.25,2023,256,5.65,,10.9836703,,,,
11.25,70.75,2023,256,5.67,,11.02255054,,,,
11.25,71.25,2023,256,5.68,,11.04199067,,,,
11.25,71.75,2023,256,5.76,,11.19751166,,,,
11.25,72.25,2023,256,5.83,,11.33359253,,,,
11.25,72.75,2023,256,5.86,,11.39191291,,,,
11.25,73.25,2023,256,5.77,,11.21695179,,,,
11.75,69.25,2023,256,6.15,,11.95567652,,,,
11.75,69.75,2023,256,6.08,,11.81959565,,,,
11.75,70.25,2023,256,6.1,,11.85847589,,,,
11.75,70.75,2023,256,6.1,,11.85847589,,,,
11.75,71.25,2023,256,5.99,,11.64463453,,,,
11.75,71.75,2023,256,5.82,,11.31415241,,,,
11.75,72.25,2023,256,5.74,,11.15863142,,,,
11.75,72.75,2023,256,5.64,,10.96423017,,,,
11.75,73.25,2023,256,5.45,,10.59486781,,,,
12.25,69.25,2023,256,6.46,,12.55832037,,,,
12.25,69.75,2023,256,6.44,,12.51944012,,,,
12.25,70.25,2023,256,6.44,,12.51944012,,,,
12.25,70.75,2023,256,6.36,,12.36391913,,,,
12.25,71.25,2023,256,6.12,,11.89735614,,,,
12.25,71.75,2023,256,5.83,,11.33359253,,,,
12.25,72.25,2023,256,5.63,,10.94479005,,,,
12.25,72.75,2023,256,5.45,,10.59486781,,,,
12.25,73.25,2023,256,5.22,,10.14774495,,,,
12.75,69.25,2023,256,6.58,,12.79160187,,,,
12.75,69.75,2023,256,6.56,,12.75272162,,,,
12.75,70.25,2023,256,6.57,,12.77216174,,,,
12.75,70.75,2023,256,6.44,,12.51944012,,,,
12.75,71.25,2023,256,6.11,,11.87791602,,,,
12.75,71.75,2023,256,5.85,,11.37247278,,,,
12.75,72.25,2023,256,5.64,,10.96423017,,,,
12.75,72.75,2023,256,5.47,,10.63374806,,,,
12.75,73.25,2023,256,5.31,,10.32270607,,,,
13.25,69.25,2023,256,6.57,,12.77216174,,,,
13.25,69.75,2023,256,6.56,,12.75272162,,,,
13.25,70.25,2023,256,6.6,,12.83048212,,,,
13.25,70.75,2023,256,6.55,,12.73328149,,,,
13.25,71.25,2023,256,6.32,,12.28615863,,,,
13.25,71.75,2023,256,6.18,,12.01399689,,,,
13.25,72.25,2023,256,5.99,,11.64463453,,,,
13.25,72.75,2023,256,5.81,,11.29471229,,,,
13.25,73.25,2023,256,5.63,,10.94479005,,,,
13.75,69.25,2023,256,6.69,,13.00544323,,,,
13.75,69.75,2023,256,6.72,,13.06376361,,,,
13.75,70.25,2023,256,6.8,,13.2192846,,,,
13.75,70.75,2023,256,6.83,,13.27760498,,,,
13.75,71.25,2023,256,6.76,,13.14152411,,,,
13.75,71.75,2023,256,6.7,,13.02488336,,,,
13.75,72.25,2023,256,6.52,,12.67496112,,,,
13.75,72.75,2023,256,6.26,,12.16951788,,,,
13.75,73.25,2023,256,5.93,,11.52799378,,,,
14.25,69.25,2023,256,6.9,,13.41368585,,,,
14.25,69.75,2023,256,6.95,,13.51088647,,,,
14.25,70.25,2023,256,7.04,,13.68584759,,,,
14.25,70.75,2023,256,7.11,,13.82192846,,,,
14.25,71.25,2023,256,7.09,,13.78304821,,,,
14.25,71.75,2023,256,7.05,,13.70528771,,,,
14.25,72.25,2023,256,6.88,,13.3748056,,,,
14.25,72.75,2023,256,6.53,,12.69440124,,,,
14.25,73.25,2023,256,6.03,,11.72239502,,,,
14.75,69.25,2023,256,7.09,,13.78304821,,,,
14.75,69.75,2023,256,7.16,,13.91912908,,,,
14.75,70.25,2023,256,7.24,,14.07465008,,,,
14.75,70.75,2023,256,7.29,,14.1718507,,,,
14.75,71.25,2023,256,7.27,,14.13297045,,,,
14.75,71.75,2023,256,7.16,,13.91912908,,,,
14.75,72.25,2023,256,6.92,,13.4525661,,,,
14.75,72.75,2023,256,6.5,,12.63608087,,,,
14.75,73.25,2023,256,5.9,,11.46967341,,,,
15.25,69.25,2023,256,7.32,,14.23017107,12.94087425,Sep-19,nil,15.43545879
15.25,69.75,2023,256,7.39,,14.36625194,,,,
15.25,70.25,2023,256,7.42,,14.42457232,,,,
15.25,70.75,2023,256,7.41,,14.40513219,,,,
15.25,71.25,2023,256,7.32,,14.23017107,,,,
15.25,71.75,2023,256,7.14,,13.88024883,,,,
15.25,72.25,2023,256,6.73,,13.08320373,,,,
15.25,72.75,2023,256,6.27,,12.18895801,,,,
15.25,73.25,2023,256,5.75,,11.17807154,,,,
15.75,69.25,2023,256,7.54,,14.65785381,,,,
15.75,69.75,2023,256,7.61,,14.79393468,,,,
15.75,70.25,2023,256,7.61,,14.79393468,,,,
15.75,70.75,2023,256,7.52,,14.61897356,,,,
15.75,71.25,2023,256,7.32,,14.23017107,,,,
15.75,71.75,2023,256,7.05,,13.70528771,,,,
15.75,72.25,2023,256,6.53,,12.69440124,,,,
15.75,72.75,2023,256,6.1,,11.85847589,,,,
15.75,73.25,2023,256,5.74,,11.15863142,,,,
16.25,69.25,2023,256,7.7,,14.9688958,,,,
16.25,69.75,2023,256,7.77,,15.10497667,,,,
16.25,70.25,2023,256,7.76,,15.08553655,,,,
16.25,70.75,2023,256,7.61,,14.79393468,,,,
16.25,71.25,2023,256,7.3,,14.19129082,,,,
16.25,71.75,2023,256,6.91,,13.43312597,,,,
16.25,72.25,2023,256,6.46,,12.55832037,,,,
16.25,72.75,2023,256,6.1,,11.85847589,,,,
16.25,73.25,2023,256,5.78,,11.23639191,,,,
16.75,69.25,2023,256,7.83,,15.22161742,,,,
16.75,69.75,2023,256,7.89,,15.33825816,,,,
16.75,70.25,2023,256,7.82,,15.20217729,,,,
16.75,70.75,2023,256,7.59,,14.75505443,,,,
16.75,71.25,2023,256,7.24,,14.07465008,,,,
16.75,71.75,2023,256,6.77,,13.16096423,,,,
16.75,72.25,2023,256,6.44,,12.51944012,,,,
16.75,72.75,2023,256,6.11,,11.87791602,,,,
16.75,73.25,2023,256,5.75,,11.17807154,,,,
17.25,69.25,2023,256,7.92,,15.39657854,,,,
17.25,69.75,2023,256,7.94,,15.43545879,,,,
17.25,70.25,2023,256,7.78,,15.1244168,,,,
17.25,70.75,2023,256,7.44,,14.46345257,,,,
17.25,71.25,2023,256,7.08,,13.76360809,,,,
17.25,71.75,2023,256,6.66,,12.94712286,,,,
17.25,72.25,2023,256,6.37,,12.38335925,,,,
17.25,72.75,2023,256,5.95,,11.56687403,,,,
17.25,73.25,2023,256,5.57,,10.8281493,,,,
17.75,69.25,2023,256,7.91,,15.37713841,,,,
17.75,69.75,2023,256,7.84,,15.24105754,,,,
17.75,70.25,2023,256,7.6,,14.77449456,,,,
17.75,70.75,2023,256,7.25,,14.0940902,,,,
17.75,71.25,2023,256,6.92,,13.4525661,,,,
17.75,71.75,2023,256,6.59,,12.81104199,,,,
17.75,72.25,2023,256,6.26,,12.16951788,,,,
17.75,72.75,2023,256,5.73,,11.13919129,,,,
17.75,73.25,2023,256,5.37,,10.43934681,,,,
18.25,69.25,2023,256,7.79,,15.14385692,,,,
18.25,69.75,2023,256,7.63,,14.83281493,,,,
18.25,70.25,2023,256,7.4,,14.38569207,,,,
18.25,70.75,2023,256,7.15,,13.89968896,,,,
18.25,71.25,2023,256,6.89,,13.39424572,,,,
18.25,71.75,2023,256,6.61,,12.84992224,,,,
18.25,72.25,2023,256,6.32,,12.28615863,,,,
18.25,72.75,2023,256,5.78,,11.23639191,,,,
18.25,73.25,2023,256,5.44,,10.57542768,,,,
18.75,69.25,2023,256,7.64,,14.85225505,,,,
18.75,69.75,2023,256,7.49,,14.56065319,,,,
18.75,70.25,2023,256,7.32,,14.23017107,,,,
18.75,70.75,2023,256,7.16,,13.91912908,,,,
18.75,71.25,2023,256,7.01,,13.62752722,,,,
18.75,71.75,2023,256,6.77,,13.16096423,,,,
18.75,72.25,2023,256,6.55,,12.73328149,,,,
18.75,72.75,2023,256,6.04,,11.74183515,,,,
18.75,73.25,2023,256,5.68,,11.04199067,,,,
19.25,69.25,2023,256,7.56,,14.69673406,,,,
19.25,69.75,2023,256,7.43,,14.44401244,,,,
19.25,70.25,2023,256,7.33,,14.2496112,,,,
19.25,70.75,2023,256,7.26,,14.11353033,,,,
19.25,71.25,2023,256,7.2,,13.99688958,,,,
19.25,71.75,2023,256,6.94,,13.49144635,,,,
19.25,72.25,2023,256,6.7,,13.02488336,,,,
19.25,72.75,2023,256,6.21,,12.07231726,,,,
19.25,73.25,2023,256,5.84,,11.35303266,,,,
19.75,69.25,2023,256,7.55,,14.67729393,,,,
19.75,69.75,2023,256,7.49,,14.56065319,,,,
19.75,70.25,2023,256,7.5,,14.58009331,,,,
19.75,70.75,2023,256,7.52,,14.61897356,,,,
19.75,71.25,2023,256,7.43,,14.44401244,,,,
19.75,71.75,2023,256,7.16,,13.91912908,,,,
19.75,72.25,2023,256,6.88,,13.3748056,,,,
19.75,72.75,2023,256,6.37,,12.38335925,,,,
19.75,73.25,2023,256,6.04,,11.74183515,,,,
11.25,69.25,2023,257,5.32,,10.34214619,,,,
11.25,69.75,2023,257,5.18,,10.06998445,,,,
11.25,70.25,2023,257,5.09,,9.895023328,,,,
11.25,70.75,2023,257,5.05,,9.81726283,,,,
11.25,71.25,2023,257,5.08,,9.875583204,,,,
11.25,71.75,2023,257,5.23,,10.16718507,,,,
11.25,72.25,2023,257,5.33,,10.36158631,,,,
11.25,72.75,2023,257,5.38,,10.45878694,,,,
11.25,73.25,2023,257,5.32,,10.34214619,,,,
11.75,69.25,2023,257,5.6,,10.88646967,,,,
11.75,69.75,2023,257,5.47,,10.63374806,,,,
11.75,70.25,2023,257,5.46,,10.61430793,,,,
11.75,70.75,2023,257,5.48,,10.65318818,,,,
11.75,71.25,2023,257,5.45,,10.59486781,,,,
11.75,71.75,2023,257,5.42,,10.53654743,,,,
11.75,72.25,2023,257,5.49,,10.6726283,,,,
11.75,72.75,2023,257,5.58,,10.84758942,,,,
11.75,73.25,2023,257,5.56,,10.80870918,,,,
12.25,69.25,2023,257,5.91,,11.48911353,,,,
12.25,69.75,2023,257,5.77,,11.21695179,,,,
12.25,70.25,2023,257,5.74,,11.15863142,,,,
12.25,70.75,2023,257,5.79,,11.25583204,,,,
12.25,71.25,2023,257,5.8,,11.27527216,12.22141607,Sep-20,nil,15.10497667
12.25,71.75,2023,257,5.74,,11.15863142,,,,
12.25,72.25,2023,257,5.76,,11.19751166,,,,
12.25,72.75,2023,257,5.8,,11.27527216,,,,
12.25,73.25,2023,257,5.73,,11.13919129,,,,
12.75,69.25,2023,257,6.21,,12.07231726,,,,
12.75,69.75,2023,257,6.02,,11.7029549,,,,
12.75,70.25,2023,257,5.95,,11.56687403,,,,
12.75,70.75,2023,257,5.96,,11.58631415,,,,
12.75,71.25,2023,257,5.98,,11.6251944,,,,
12.75,71.75,2023,257,6.02,,11.7029549,,,,
12.75,72.25,2023,257,6.03,,11.72239502,,,,
12.75,72.75,2023,257,6.02,,11.7029549,,,,
12.75,73.25,2023,257,5.94,,11.5474339,,,,
13.25,69.25,2023,257,6.43,,12.5,,,,
13.25,69.75,2023,257,6.26,,12.16951788,,,,
13.25,70.25,2023,257,6.14,,11.93623639,,,,
13.25,70.75,2023,257,6.08,,11.81959565,,,,
13.25,71.25,2023,257,6.14,,11.93623639,,,,
13.25,71.75,2023,257,6.28,,12.20839813,,,,
13.25,72.25,2023,257,6.31,,12.26671851,,,,
13.25,72.75,2023,257,6.31,,12.26671851,,,,
13.25,73.25,2023,257,6.23,,12.11119751,,,,
13.75,69.25,2023,257,6.79,,13.19984448,,,,
13.75,69.75,2023,257,6.64,,12.90824261,,,,
13.75,70.25,2023,257,6.41,,12.46111975,,,,
13.75,70.75,2023,257,6.28,,12.20839813,,,,
13.75,71.25,2023,257,6.45,,12.53888025,,,,
13.75,71.75,2023,257,6.65,,12.92768274,,,,
13.75,72.25,2023,257,6.74,,13.10264386,,,,
13.75,72.75,2023,257,6.73,,13.08320373,,,,
13.75,73.25,2023,257,6.57,,12.77216174,,,,
14.25,69.25,2023,257,7.3,,14.19129082,,,,
14.25,69.75,2023,257,7.11,,13.82192846,,,,
14.25,70.25,2023,257,6.83,,13.27760498,,,,
14.25,70.75,2023,257,6.68,,12.98600311,,,,
14.25,71.25,2023,257,6.89,,13.39424572,,,,
14.25,71.75,2023,257,7.15,,13.89968896,,,,
14.25,72.25,2023,257,7.25,,14.0940902,,,,
14.25,72.75,2023,257,7.16,,13.91912908,,,,
14.25,73.25,2023,257,6.88,,13.3748056,,,,
14.75,69.25,2023,257,7.65,,14.87169518,,,,
14.75,69.75,2023,257,7.44,,14.46345257,,,,
14.75,70.25,2023,257,7.17,,13.93856921,,,,
14.75,70.75,2023,257,7.01,,13.62752722,,,,
14.75,71.25,2023,257,7.12,,13.84136858,,,,
14.75,71.75,2023,257,7.31,,14.21073095,,,,
14.75,72.25,2023,257,7.29,,14.1718507,,,,
14.75,72.75,2023,257,7.14,,13.88024883,,,,
14.75,73.25,2023,257,6.78,,13.18040435,,,,
15.25,69.25,2023,257,7.76,,15.08553655,,,,
15.25,69.75,2023,257,7.54,,14.65785381,,,,
15.25,70.25,2023,257,7.26,,14.11353033,,,,
15.25,70.75,2023,257,7.01,,13.62752722,,,,
15.25,71.25,2023,257,6.92,,13.4525661,,,,
15.25,71.75,2023,257,6.91,,13.43312597,,,,
15.25,72.25,2023,257,6.81,,13.23872473,,,,
15.25,72.75,2023,257,6.67,,12.96656299,,,,
15.25,73.25,2023,257,6.33,,12.30559876,,,,
15.75,69.25,2023,257,7.77,,15.10497667,,,,
15.75,69.75,2023,257,7.49,,14.56065319,,,,
15.75,70.25,2023,257,7.14,,13.88024883,,,,
15.75,70.75,2023,257,6.76,,13.14152411,,,,
15.75,71.25,2023,257,6.44,,12.51944012,,,,
15.75,71.75,2023,257,6.28,,12.20839813,,,,
15.75,72.25,2023,257,6.15,,11.95567652,,,,
15.75,72.75,2023,257,5.97,,11.60575428,,,,
15.75,73.25,2023,257,5.75,,11.17807154,,,,
16.25,69.25,2023,257,7.65,,14.87169518,,,,
16.25,69.75,2023,257,7.31,,14.21073095,,,,
16.25,70.25,2023,257,6.93,,13.47200622,,,,
16.25,70.75,2023,257,6.54,,12.71384137,,,,
16.25,71.25,2023,257,6.15,,11.95567652,,,,
16.25,71.75,2023,257,5.88,,11.43079316,,,,
16.25,72.25,2023,257,5.57,,10.8281493,,,,
16.25,72.75,2023,257,5.34,,10.38102644,,,,
16.25,73.25,2023,257,5.28,,10.26438569,,,,
16.75,69.25,2023,257,7.43,,14.44401244,,,,
16.75,69.75,2023,257,7.09,,13.78304821,,,,
16.75,70.25,2023,257,6.75,,13.12208398,,,,
16.75,70.75,2023,257,6.41,,12.46111975,,,,
16.75,71.25,2023,257,6.1,,11.85847589,,,,
16.75,71.75,2023,257,5.69,,11.06143079,,,,
16.75,72.25,2023,257,5.21,,10.12830482,,,,
16.75,72.75,2023,257,4.92,,9.564541213,,,,
16.75,73.25,2023,257,4.93,,9.583981337,,,,
17.25,69.25,2023,257,7.2,,13.99688958,,,,
17.25,69.75,2023,257,6.86,,13.33592535,,,,
17.25,70.25,2023,257,6.52,,12.67496112,,,,
17.25,70.75,2023,257,6.2,,12.05287714,,,,
17.25,71.25,2023,257,5.91,,11.48911353,,,,
17.25,71.75,2023,257,5.35,,10.40046656,,,,
17.25,72.25,2023,257,4.79,,9.311819596,,,,
17.25,72.75,2023,257,4.43,,8.611975117,,,,
17.25,73.25,2023,257,4.41,,8.573094868,,,,
17.75,69.25,2023,257,6.96,,13.53032659,,,,
17.75,69.75,2023,257,6.59,,12.81104199,,,,
17.75,70.25,2023,257,6.25,,12.15007776,,,,
17.75,70.75,2023,257,5.92,,11.50855365,,,,
17.75,71.25,2023,257,5.56,,10.80870918,,,,
17.75,71.75,2023,257,4.88,,9.486780715,,,,
17.75,72.25,2023,257,4.39,,8.534214619,,,,
17.75,72.75,2023,257,4.05,,7.873250389,,,,
17.75,73.25,2023,257,4.02,,7.814930016,,,,
18.25,69.25,2023,257,6.76,,13.14152411,,,,
18.25,69.75,2023,257,6.34,,12.32503888,,,,
18.25,70.25,2023,257,5.95,,11.56687403,,,,
18.25,70.75,2023,257,5.57,,10.8281493,,,,
18.25,71.25,2023,257,5.17,,10.05054432,,,,
18.25,71.75,2023,257,4.74,,9.214618974,,,,
18.25,72.25,2023,257,4.47,,8.689735614,,,,
18.25,72.75,2023,257,4.12,,8.00933126,,,,
18.25,73.25,2023,257,3.95,,7.678849145,13.27100922,Sep-21,nil,16.15474339
18.75,69.25,2023,257,6.54,,12.71384137,,,,
18.75,69.75,2023,257,6.12,,11.89735614,,,,
18.75,70.25,2023,257,5.74,,11.15863142,,,,
18.75,70.75,2023,257,5.43,,10.55598756,,,,
18.75,71.25,2023,257,5.21,,10.12830482,,,,
18.75,71.75,2023,257,5.09,,9.895023328,,,,
18.75,72.25,2023,257,4.98,,9.68118196,,,,
18.75,72.75,2023,257,4.51,,8.767496112,,,,
18.75,73.25,2023,257,4.07,,7.912130638,,,,
19.25,69.25,2023,257,6.42,,12.48055988,,,,
19.25,69.75,2023,257,6.13,,11.91679627,,,,
19.25,70.25,2023,257,5.88,,11.43079316,,,,
19.25,70.75,2023,257,5.71,,11.10031104,,,,
19.25,71.25,2023,257,5.64,,10.96423017,,,,
19.25,71.75,2023,257,5.59,,10.86702955,,,,
19.25,72.25,2023,257,5.37,,10.43934681,,,,
19.25,72.75,2023,257,4.76,,9.253499222,,,,
19.25,73.25,2023,257,4.19,,8.145412131,,,,
19.75,69.25,2023,257,6.56,,12.75272162,,,,
19.75,69.75,2023,257,6.39,,12.4222395,,,,
19.75,70.25,2023,257,6.21,,12.07231726,,,,
19.75,70.75,2023,257,6.08,,11.81959565,,,,
19.75,71.25,2023,257,6.03,,11.72239502,,,,
19.75,71.75,2023,257,6,,11.66407465,,,,
19.75,72.25,2023,257,5.66,,11.00311042,,,,
19.75,72.75,2023,257,4.92,,9.564541213,,,,
19.75,73.25,2023,257,4.34,,8.437013997,,,,
11.25,69.25,2023,258,6.36,,12.36391913,,,,
11.25,69.75,2023,258,6.71,,13.04432348,,,,
11.25,70.25,2023,258,6.82,,13.25816485,,,,
11.25,70.75,2023,258,6.61,,12.84992224,,,,
11.25,71.25,2023,258,6.5,,12.63608087,,,,
11.25,71.75,2023,258,6.4,,12.44167963,,,,
11.25,72.25,2023,258,6.35,,12.344479,,,,
11.25,72.75,2023,258,6.51,,12.655521,,,,
11.25,73.25,2023,258,6.89,,13.39424572,,,,
11.75,69.25,2023,258,6.34,,12.32503888,,,,
11.75,69.75,2023,258,6.67,,12.96656299,,,,
11.75,70.25,2023,258,6.73,,13.08320373,,,,
11.75,70.75,2023,258,6.56,,12.75272162,,,,
11.75,71.25,2023,258,6.49,,12.61664075,,,,
11.75,71.75,2023,258,6.52,,12.67496112,,,,
11.75,72.25,2023,258,6.59,,12.81104199,,,,
11.75,72.75,2023,258,6.78,,13.18040435,,,,
11.75,73.25,2023,258,7.06,,13.72472784,,,,
12.25,69.25,2023,258,6.15,,11.95567652,,,,
12.25,69.75,2023,258,6.4,,12.44167963,,,,
12.25,70.25,2023,258,6.56,,12.75272162,,,,
12.25,70.75,2023,258,6.68,,12.98600311,,,,
12.25,71.25,2023,258,6.82,,13.25816485,,,,
12.25,71.75,2023,258,6.89,,13.39424572,,,,
12.25,72.25,2023,258,6.99,,13.58864697,,,,
12.25,72.75,2023,258,7.08,,13.76360809,,,,
12.25,73.25,2023,258,7.08,,13.76360809,,,,
12.75,69.25,2023,258,6.27,,12.18895801,,,,
12.75,69.75,2023,258,6.37,,12.38335925,,,,
12.75,70.25,2023,258,6.53,,12.69440124,,,,
12.75,70.75,2023,258,6.84,,13.2970451,,,,
12.75,71.25,2023,258,7.24,,14.07465008,,,,
12.75,71.75,2023,258,7.42,,14.42457232,,,,
12.75,72.25,2023,258,7.5,,14.58009331,,,,
12.75,72.75,2023,258,7.47,,14.52177294,,,,
12.75,73.25,2023,258,7.25,,14.0940902,,,,
13.25,69.25,2023,258,6.77,,13.16096423,,,,
13.25,69.75,2023,258,6.78,,13.18040435,,,,
13.25,70.25,2023,258,6.83,,13.27760498,,,,
13.25,70.75,2023,258,7.04,,13.68584759,,,,
13.25,71.25,2023,258,7.43,,14.44401244,,,,
13.25,71.75,2023,258,7.77,,15.10497667,,,,
13.25,72.25,2023,258,7.91,,15.37713841,,,,
13.25,72.75,2023,258,7.79,,15.14385692,,,,
13.25,73.25,2023,258,7.42,,14.42457232,,,,
13.75,69.25,2023,258,7.21,,14.0163297,,,,
13.75,69.75,2023,258,7.23,,14.05520995,,,,
13.75,70.25,2023,258,7.29,,14.1718507,,,,
13.75,70.75,2023,258,7.46,,14.50233281,,,,
13.75,71.25,2023,258,7.7,,14.9688958,,,,
13.75,71.75,2023,258,8,,15.55209953,,,,
13.75,72.25,2023,258,8.16,,15.86314152,,,,
13.75,72.75,2023,258,7.98,,15.51321928,,,,
13.75,73.25,2023,258,7.5,,14.58009331,,,,
14.25,69.25,2023,258,7.43,,14.44401244,,,,
14.25,69.75,2023,258,7.51,,14.59953344,,,,
14.25,70.25,2023,258,7.65,,14.87169518,,,,
14.25,70.75,2023,258,7.81,,15.18273717,,,,
14.25,71.25,2023,258,7.93,,15.41601866,,,,
14.25,71.75,2023,258,8.12,,15.78538103,,,,
14.25,72.25,2023,258,8.31,,16.15474339,,,,
14.25,72.75,2023,258,8.19,,15.9214619,,,,
14.25,73.25,2023,258,7.65,,14.87169518,,,,
14.75,69.25,2023,258,7.63,,14.83281493,,,,
14.75,69.75,2023,258,7.67,,14.91057543,,,,
14.75,70.25,2023,258,7.78,,15.1244168,,,,
14.75,70.75,2023,258,7.88,,15.31881804,,,,
14.75,71.25,2023,258,7.96,,15.47433904,,,,
14.75,71.75,2023,258,8.14,,15.82426128,,,,
14.75,72.25,2023,258,8.27,,16.07698289,,,,
14.75,72.75,2023,258,8.11,,15.7659409,,,,
14.75,73.25,2023,258,7.45,,14.48289269,,,,
15.25,69.25,2023,258,7.79,,15.14385692,,,,
15.25,69.75,2023,258,7.76,,15.08553655,,,,
15.25,70.25,2023,258,7.8,,15.16329705,,,,
15.25,70.75,2023,258,7.86,,15.27993779,,,,
15.25,71.25,2023,258,7.94,,15.43545879,,,,
15.25,71.75,2023,258,8.04,,15.62986003,,,,
15.25,72.25,2023,258,7.93,,15.41601866,,,,
15.25,72.75,2023,258,7.55,,14.67729393,,,,
15.25,73.25,2023,258,6.85,,13.31648523,,,,
15.75,69.25,2023,258,7.83,,15.22161742,,,,
15.75,69.75,2023,258,7.77,,15.10497667,,,,
15.75,70.25,2023,258,7.75,,15.06609642,,,,
15.75,70.75,2023,258,7.72,,15.00777605,12.21568818,Sep-22,nil,15.1244168
15.75,71.25,2023,258,7.69,,14.94945568,,,,
15.75,71.75,2023,258,7.6,,14.77449456,,,,
15.75,72.25,2023,258,7.32,,14.23017107,,,,
15.75,72.75,2023,258,6.81,,13.23872473,,,,
15.75,73.25,2023,258,6.25,,12.15007776,,,,
16.25,69.25,2023,258,7.78,,15.1244168,,,,
16.25,69.75,2023,258,7.63,,14.83281493,,,,
16.25,70.25,2023,258,7.47,,14.52177294,,,,
16.25,70.75,2023,258,7.29,,14.1718507,,,,
16.25,71.25,2023,258,7.14,,13.88024883,,,,
16.25,71.75,2023,258,6.97,,13.54976672,,,,
16.25,72.25,2023,258,6.78,,13.18040435,,,,
16.25,72.75,2023,258,6.28,,12.20839813,,,,
16.25,73.25,2023,258,5.71,,11.10031104,,,,
16.75,69.25,2023,258,7.47,,14.52177294,,,,
16.75,69.75,2023,258,7.24,,14.07465008,,,,
16.75,70.25,2023,258,7,,13.60808709,,,,
16.75,70.75,2023,258,6.8,,13.2192846,,,,
16.75,71.25,2023,258,6.66,,12.94712286,,,,
16.75,71.75,2023,258,6.52,,12.67496112,,,,
16.75,72.25,2023,258,6.43,,12.5,,,,
16.75,72.75,2023,258,5.91,,11.48911353,,,,
16.75,73.25,2023,258,5.21,,10.12830482,,,,
17.25,69.25,2023,258,6.95,,13.51088647,,,,
17.25,69.75,2023,258,6.7,,13.02488336,,,,
17.25,70.25,2023,258,6.51,,12.655521,,,,
17.25,70.75,2023,258,6.38,,12.40279938,,,,
17.25,71.25,2023,258,6.36,,12.36391913,,,,
17.25,71.75,2023,258,6.27,,12.18895801,,,,
17.25,72.25,2023,258,6.19,,12.03343701,,,,
17.25,72.75,2023,258,5.54,,10.76982893,,,,
17.25,73.25,2023,258,4.69,,9.117418351,,,,
17.75,69.25,2023,258,6.52,,12.67496112,,,,
17.75,69.75,2023,258,6.32,,12.28615863,,,,
17.75,70.25,2023,258,6.19,,12.03343701,,,,
17.75,70.75,2023,258,6.15,,11.95567652,,,,
17.75,71.25,2023,258,6.25,,12.15007776,,,,
17.75,71.75,2023,258,6.19,,12.03343701,,,,
17.75,72.25,2023,258,6.07,,11.80015552,,,,
17.75,72.75,2023,258,5.29,,10.28382582,,,,
17.75,73.25,2023,258,4.37,,8.49533437,,,,
18.25,69.25,2023,258,6.34,,12.32503888,,,,
18.25,69.75,2023,258,6.22,,12.09175739,,,,
18.25,70.25,2023,258,6.16,,11.97511664,,,,
18.25,70.75,2023,258,6.18,,12.01399689,,,,
18.25,71.25,2023,258,6.29,,12.22783826,,,,
18.25,71.75,2023,258,6.19,,12.03343701,,,,
18.25,72.25,2023,258,5.96,,11.58631415,,,,
18.25,72.75,2023,258,5.18,,10.06998445,,,,
18.25,73.25,2023,258,4.42,,8.592534992,,,,
18.75,69.25,2023,258,6.27,,12.18895801,,,,
18.75,69.75,2023,258,6.21,,12.07231726,,,,
18.75,70.25,2023,258,6.19,,12.03343701,,,,
18.75,70.75,2023,258,6.23,,12.11119751,,,,
