-BEGIN HEADER-,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,
Dates (month/day/year): 07/01/2023 through 07/31/2023 ,,,,,,,,,,
Location: Regional ,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,
Parameter(s): ,,,,,,,,,,
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) ,,,,,,,,,,
-END HEADER-,,,,,,,,,,
LAT,LON,YEAR,DOY,WS10M_MAX,,knots,avg ,date,T,max
14.25,70.25,2023,186,12.21,,23.73639191,,,,
14.25,70.75,2023,186,12.13,,23.58087092,,,,
14.25,71.25,2023,186,12.05,,23.42534992,,,,
14.25,71.75,2023,186,12.01,,23.34758942,,,,
14.25,72.25,2023,186,11.94,,23.21150855,,,,
14.25,72.75,2023,186,11.86,,23.05598756,,,,
14.25,73.25,2023,186,11.71,,22.76438569,,,,
14.75,69.75,2023,186,12.16,,23.63919129,,,,
14.75,70.25,2023,186,12,,23.3281493,,,,
14.75,70.75,2023,186,11.81,,22.95878694,,,,
14.75,71.25,2023,186,11.71,,22.76438569,,,,
14.75,71.75,2023,186,11.55,,22.4533437,,,,
14.75,72.25,2023,186,11.32,,22.00622084,,,,
14.75,72.75,2023,186,11.09,,21.55909798,,,,
14.75,73.25,2023,186,10.69,,20.781493,,,,
15.25,69.75,2023,186,11.88,,23.09486781,,,,
15.25,70.25,2023,186,11.69,,22.72550544,,,,
15.25,70.75,2023,186,11.48,,22.31726283,,,,
15.25,71.25,2023,186,11.31,,21.98678072,,,,
15.25,71.75,2023,186,11.16,,21.69517885,,,,
15.25,72.25,2023,186,10.84,,21.07309487,,,,
15.25,72.75,2023,186,10.53,,20.47045101,,,,
15.25,73.25,2023,186,9.95,,19.34292379,,,,
15.75,69.75,2023,186,11.54,,22.43390358,,,,
15.75,70.25,2023,186,11.39,,22.14230171,,,,
15.75,70.75,2023,186,11.22,,21.8118196,,,,
15.75,71.25,2023,186,11.06,,21.5007776,,,,
15.75,71.75,2023,186,10.97,,21.32581649,,,,
15.75,72.25,2023,186,10.85,,21.09253499,,,,
15.75,72.75,2023,186,10.68,,20.76205288,,,,
15.75,73.25,2023,186,10.09,,19.61508554,,,,
16.25,69.75,2023,186,11.22,,21.8118196,,,,
16.25,70.25,2023,186,11.05,,21.48133748,,,,
16.25,70.75,2023,186,10.93,,21.24805599,,,,
16.25,71.25,2023,186,10.82,,21.03421462,,,,
16.25,71.75,2023,186,10.79,,20.97589425,,,,
16.25,72.25,2023,186,10.96,,21.30637636,,,,
16.25,72.75,2023,186,10.98,,21.34525661,,,,
16.25,73.25,2023,186,10.44,,20.29548989,,,,
16.75,69.75,2023,186,10.97,,21.32581649,,,,
16.75,70.25,2023,186,10.8,,20.99533437,,,,
16.75,70.75,2023,186,10.72,,20.83981337,,,,
16.75,71.25,2023,186,10.67,,20.74261275,,,,
16.75,71.75,2023,186,10.63,,20.66485226,,,,
16.75,72.25,2023,186,10.7,,20.80093313,,,,
16.75,72.75,2023,186,10.59,,20.58709176,,,,
16.75,73.25,2023,186,10.01,,19.45956454,,,,
17.25,69.75,2023,186,10.82,,21.03421462,,,,
17.25,70.25,2023,186,10.68,,20.76205288,,,,
17.25,70.75,2023,186,10.6,,20.60653188,,,,
17.25,71.25,2023,186,10.52,,20.45101089,,,,
17.25,71.75,2023,186,10.32,,20.0622084,,,,
17.25,72.25,2023,186,10.17,,19.77060653,,,,
17.25,72.75,2023,186,9.64,,18.74027994,,,,
17.25,73.25,2023,186,8.81,,17.12674961,,,,
17.75,69.75,2023,186,10.58,,20.56765163,,,,
17.75,70.25,2023,186,10.47,,20.35381026,,,,
17.75,70.75,2023,186,10.34,,20.10108865,,,,
17.75,71.25,2023,186,10.17,,19.77060653,,,,
17.75,71.75,2023,186,9.83,,19.1096423,,,,
17.75,72.25,2023,186,9.59,,18.64307932,,,,
17.75,72.75,2023,186,8.74,,16.99066874,,,,
17.75,73.25,2023,186,7.69,,14.94945568,,,,
18.25,69.75,2023,186,10.14,,19.71228616,,,,
18.25,70.25,2023,186,10.05,,19.53732504,,,,
18.25,70.75,2023,186,9.9,,19.24572317,,,,
18.25,71.25,2023,186,9.68,,18.81804044,,,,
18.25,71.75,2023,186,9.29,,18.05987558,,,,
18.25,72.25,2023,186,9.04,,17.57387247,,,,
18.25,72.75,2023,186,8.16,,15.86314152,,,,
18.25,73.25,2023,186,7.11,,13.82192846,,,,
18.75,69.75,2023,186,9.66,,18.77916019,,,,
18.75,70.25,2023,186,9.59,,18.64307932,,,,
18.75,70.75,2023,186,9.45,,18.37091757,,,,
18.75,71.25,2023,186,9.23,,17.94323484,,,,
18.75,71.75,2023,186,8.89,,17.28227061,,,,
18.75,72.25,2023,186,8.64,,16.7962675,,,,
18.75,72.75,2023,186,7.75,,15.06609642,,,,
18.75,73.25,2023,186,6.59,,12.81104199,,,,
19.25,69.75,2023,186,9.23,,17.94323484,,,,
19.25,70.25,2023,186,9.17,,17.82659409,,,,
19.25,70.75,2023,186,9.05,,17.5933126,,,,
19.25,71.25,2023,186,8.87,,17.24339036,,,,
19.25,71.75,2023,186,8.63,,16.77682737,,,,
19.25,72.25,2023,186,8.25,,16.03810264,,,,
19.25,72.75,2023,186,7.22,,14.03576983,,,,
19.25,73.25,2023,186,5.92,,11.50855365,,,,
12.75,69.75,2023,187,13.47,,26.18584759,23.58191235,Jul-06,1.5,26.49688958
12.75,70.25,2023,187,13.63,,26.49688958,,,,
12.75,70.75,2023,187,13.6,,26.43856921,,,,
12.75,71.25,2023,187,13.4,,26.04976672,,,,
12.75,71.75,2023,187,13.19,,25.64152411,,,,
12.75,72.25,2023,187,12.84,,24.96111975,,,,
12.75,72.75,2023,187,12.49,,24.2807154,,,,
12.75,73.25,2023,187,12.1,,23.52255054,,,,
13.25,69.75,2023,187,12.97,,25.21384137,,,,
13.25,70.25,2023,187,13.14,,25.54432348,,,,
13.25,70.75,2023,187,13.23,,25.7192846,,,,
13.25,71.25,2023,187,13.13,,25.52488336,,,,
13.25,71.75,2023,187,13.05,,25.36936236,,,,
13.25,72.25,2023,187,12.87,,25.01944012,,,,
13.25,72.75,2023,187,12.61,,24.51399689,,,,
13.25,73.25,2023,187,12.21,,23.73639191,,,,
13.75,69.75,2023,187,12.44,,24.18351477,,,,
13.75,70.25,2023,187,12.51,,24.31959565,,,,
13.75,70.75,2023,187,12.69,,24.66951788,,,,
13.75,71.25,2023,187,12.84,,24.96111975,,,,
13.75,71.75,2023,187,12.9,,25.0777605,,,,
13.75,72.25,2023,187,12.71,,24.70839813,,,,
13.75,72.75,2023,187,12.31,,23.93079316,,,,
13.75,73.25,2023,187,11.74,,22.82270607,,,,
14.25,69.75,2023,187,12.27,,23.85303266,,,,
14.25,70.25,2023,187,12.26,,23.83359253,,,,
14.25,70.75,2023,187,12.45,,24.2029549,,,,
14.25,71.25,2023,187,12.79,,24.86391913,,,,
14.25,71.75,2023,187,12.75,,24.78615863,,,,
14.25,72.25,2023,187,12.44,,24.18351477,,,,
14.25,72.75,2023,187,11.91,,23.15318818,,,,
14.25,73.25,2023,187,11.23,,21.83125972,,,,
14.75,69.75,2023,187,12.34,,23.98911353,,,,
14.75,70.25,2023,187,12.33,,23.96967341,,,,
14.75,70.75,2023,187,12.42,,24.14463453,,,,
14.75,71.25,2023,187,12.66,,24.61119751,,,,
14.75,71.75,2023,187,12.51,,24.31959565,,,,
14.75,72.25,2023,187,12.16,,23.63919129,,,,
14.75,72.75,2023,187,11.67,,22.68662519,,,,
14.75,73.25,2023,187,10.94,,21.26749611,,,,
15.25,69.75,2023,187,12.34,,23.98911353,,,,
15.25,70.25,2023,187,12.37,,24.0474339,,,,
15.25,70.75,2023,187,12.44,,24.18351477,,,,
15.25,71.25,2023,187,12.48,,24.26127527,,,,
15.25,71.75,2023,187,12.27,,23.85303266,,,,
15.25,72.25,2023,187,11.99,,23.30870918,,,,
15.25,72.75,2023,187,11.69,,22.72550544,,,,
15.25,73.25,2023,187,11.03,,21.44245723,,,,
15.75,69.75,2023,187,12.22,,23.75583204,,,,
15.75,70.25,2023,187,12.29,,23.89191291,,,,
15.75,70.75,2023,187,12.42,,24.14463453,,,,
15.75,71.25,2023,187,12.39,,24.08631415,,,,
15.75,71.75,2023,187,12.35,,24.00855365,,,,
15.75,72.25,2023,187,12.26,,23.83359253,,,,
15.75,72.75,2023,187,12.09,,23.50311042,,,,
15.75,73.25,2023,187,11.56,,22.47278383,,,,
16.25,69.75,2023,187,12.19,,23.69751166,,,,
16.25,70.25,2023,187,12.34,,23.98911353,,,,
16.25,70.75,2023,187,12.54,,24.37791602,,,,
16.25,71.25,2023,187,12.59,,24.47511664,,,,
16.25,71.75,2023,187,12.65,,24.59175739,,,,
16.25,72.25,2023,187,12.7,,24.68895801,,,,
16.25,72.75,2023,187,12.54,,24.37791602,,,,
16.25,73.25,2023,187,12.05,,23.42534992,,,,
16.75,69.75,2023,187,12.25,,23.81415241,,,,
16.75,70.25,2023,187,12.53,,24.35847589,,,,
16.75,70.75,2023,187,12.8,,24.88335925,,,,
16.75,71.25,2023,187,12.95,,25.17496112,,,,
16.75,71.75,2023,187,12.97,,25.21384137,,,,
16.75,72.25,2023,187,13,,25.27216174,,,,
16.75,72.75,2023,187,12.74,,24.76671851,,,,
16.75,73.25,2023,187,12.19,,23.69751166,,,,
17.25,69.75,2023,187,12.3,,23.91135303,,,,
17.25,70.25,2023,187,12.67,,24.63063764,,,,
17.25,70.75,2023,187,12.98,,25.23328149,,,,
17.25,71.25,2023,187,13.17,,25.60264386,,,,
17.25,71.75,2023,187,13.19,,25.64152411,,,,
17.25,72.25,2023,187,13.14,,25.54432348,,,,
17.25,72.75,2023,187,12.63,,24.55287714,,,,
17.25,73.25,2023,187,11.79,,22.91990669,,,,
17.75,69.75,2023,187,12.5,,24.30015552,,,,
17.75,70.25,2023,187,12.89,,25.05832037,,,,
17.75,70.75,2023,187,13.17,,25.60264386,,,,
17.75,71.25,2023,187,13.35,,25.9525661,,,,
17.75,71.75,2023,187,13.3,,25.85536547,,,,
17.75,72.25,2023,187,13.1,,25.46656299,,,,
17.75,72.75,2023,187,12.04,,23.4059098,,,,
17.75,73.25,2023,187,10.59,,20.58709176,,,,
18.25,69.75,2023,187,12.35,,24.00855365,,,,
18.25,70.25,2023,187,12.78,,24.844479,,,,
18.25,70.75,2023,187,13.08,,25.42768274,,,,
18.25,71.25,2023,187,13.25,,25.75816485,,,,
18.25,71.75,2023,187,13.17,,25.60264386,,,,
18.25,72.25,2023,187,13.01,,25.29160187,,,,
18.25,72.75,2023,187,11.32,,22.00622084,,,,
18.25,73.25,2023,187,8.96,,17.41835148,,,,
18.75,69.75,2023,187,11.07,,21.52021773,,,,
18.75,70.25,2023,187,11.53,,22.41446345,,,,
18.75,70.75,2023,187,11.81,,22.95878694,,,,
18.75,71.25,2023,187,11.89,,23.11430793,,,,
18.75,71.75,2023,187,11.79,,22.91990669,,,,
18.75,72.25,2023,187,11.87,,23.07542768,,,,
18.75,72.75,2023,187,10.21,,19.84836703,,,,
18.75,73.25,2023,187,7.62,,14.81337481,,,,
19.25,69.75,2023,187,9.43,,18.33203733,,,,
19.25,70.25,2023,187,9.76,,18.97356143,,,,
19.25,70.75,2023,187,9.88,,19.20684292,,,,
19.25,71.25,2023,187,9.75,,18.95412131,,,,
19.25,71.75,2023,187,9.34,,18.15707621,,,,
19.25,72.25,2023,187,9.21,,17.90435459,,,,
19.25,72.75,2023,187,8,,15.55209953,,,,
19.25,73.25,2023,187,6.31,,12.26671851,,,,
12.75,69.75,2023,188,10.28,,19.9844479,20.58813319,Jul-07,1.5,24.16407465
12.75,70.25,2023,188,9.99,,19.42068429,,,,
12.75,70.75,2023,188,9.7,,18.85692068,,,,
12.75,71.25,2023,188,9.48,,18.42923795,,,,
12.75,71.75,2023,188,9.32,,18.11819596,,,,
12.75,72.25,2023,188,9.16,,17.80715397,,,,
12.75,72.75,2023,188,8.94,,17.37947123,,,,
12.75,73.25,2023,188,8.63,,16.77682737,,,,
13.25,69.75,2023,188,10.44,,20.29548989,,,,
13.25,70.25,2023,188,10.18,,19.79004666,,,,
13.25,70.75,2023,188,9.83,,19.1096423,,,,
13.25,71.25,2023,188,9.49,,18.44867807,,,,
13.25,71.75,2023,188,9.28,,18.04043546,,,,
13.25,72.25,2023,188,9.09,,17.67107309,,,,
13.25,72.75,2023,188,8.9,,17.30171073,,,,
13.25,73.25,2023,188,8.64,,16.7962675,,,,
13.75,69.75,2023,188,10.61,,20.62597201,,,,
13.75,70.25,2023,188,10.44,,20.29548989,,,,
13.75,70.75,2023,188,10.16,,19.75116641,,,,
13.75,71.25,2023,188,9.77,,18.99300156,,,,
13.75,71.75,2023,188,9.39,,18.25427683,,,,
13.75,72.25,2023,188,9.08,,17.65163297,,,,
13.75,72.75,2023,188,8.81,,17.12674961,,,,
13.75,73.25,2023,188,8.51,,16.54354588,,,,
14.25,69.75,2023,188,10.8,,20.99533437,,,,
14.25,70.25,2023,188,10.66,,20.72317263,,,,
14.25,70.75,2023,188,10.52,,20.45101089,,,,
14.25,71.25,2023,188,10.3,,20.02332815,,,,
14.25,71.75,2023,188,9.82,,19.09020218,,,,
14.25,72.25,2023,188,9.41,,18.29315708,,,,
14.25,72.75,2023,188,8.96,,17.41835148,,,,
14.25,73.25,2023,188,8.42,,16.36858476,,,,
14.75,69.75,2023,188,11.19,,21.75349922,,,,
14.75,70.25,2023,188,10.97,,21.32581649,,,,
14.75,70.75,2023,188,10.83,,21.05365474,,,,
14.75,71.25,2023,188,10.74,,20.87869362,,,,
14.75,71.75,2023,188,10.43,,20.27604977,,,,
14.75,72.25,2023,188,10.03,,19.49844479,,,,
14.75,72.75,2023,188,9.52,,18.50699844,,,,
14.75,73.25,2023,188,8.78,,17.06842924,,,,
15.25,69.75,2023,188,11.56,,22.47278383,,,,
15.25,70.25,2023,188,11.35,,22.06454121,,,,
15.25,70.75,2023,188,11.22,,21.8118196,,,,
15.25,71.25,2023,188,11.25,,21.87013997,,,,
15.25,71.75,2023,188,11.11,,21.59797823,,,,
15.25,72.25,2023,188,10.68,,20.76205288,,,,
15.25,72.75,2023,188,10.11,,19.65396579,,,,
15.25,73.25,2023,188,9.28,,18.04043546,,,,
15.75,69.75,2023,188,11.72,,22.78382582,,,,
15.75,70.25,2023,188,11.66,,22.66718507,,,,
15.75,70.75,2023,188,11.62,,22.58942457,,,,
15.75,71.25,2023,188,11.62,,22.58942457,,,,
15.75,71.75,2023,188,11.51,,22.3755832,,,,
15.75,72.25,2023,188,11.05,,21.48133748,,,,
15.75,72.75,2023,188,10.36,,20.1399689,,,,
15.75,73.25,2023,188,9.42,,18.3125972,,,,
16.25,69.75,2023,188,11.83,,22.99766719,,,,
16.25,70.25,2023,188,11.92,,23.1726283,,,,
16.25,70.75,2023,188,11.92,,23.1726283,,,,
16.25,71.25,2023,188,11.75,,22.84214619,,,,
16.25,71.75,2023,188,11.52,,22.39502333,,,,
16.25,72.25,2023,188,11.06,,21.5007776,,,,
16.25,72.75,2023,188,10.24,,19.9066874,,,,
16.25,73.25,2023,188,9.28,,18.04043546,,,,
16.75,69.75,2023,188,12.03,,23.38646967,,,,
16.75,70.25,2023,188,12.19,,23.69751166,,,,
16.75,70.75,2023,188,12.18,,23.67807154,,,,
16.75,71.25,2023,188,11.95,,23.23094868,,,,
16.75,71.75,2023,188,11.65,,22.64774495,,,,
16.75,72.25,2023,188,11.2,,21.77293935,,,,
16.75,72.75,2023,188,10.31,,20.04276827,,,,
16.75,73.25,2023,188,9.42,,18.3125972,,,,
17.25,69.75,2023,188,12.1,,23.52255054,,,,
17.25,70.25,2023,188,12.25,,23.81415241,,,,
17.25,70.75,2023,188,12.24,,23.79471229,,,,
17.25,71.25,2023,188,12.14,,23.60031104,,,,
17.25,71.75,2023,188,11.81,,22.95878694,,,,
17.25,72.25,2023,188,11.5,,22.35614308,,,,
17.25,72.75,2023,188,10.71,,20.82037325,,,,
17.25,73.25,2023,188,9.94,,19.32348367,,,,
17.75,69.75,2023,188,11.78,,22.90046656,,,,
17.75,70.25,2023,188,11.99,,23.30870918,,,,
17.75,70.75,2023,188,12.11,,23.54199067,,,,
17.75,71.25,2023,188,12.26,,23.83359253,,,,
17.75,71.75,2023,188,12.03,,23.38646967,,,,
17.75,72.25,2023,188,11.92,,23.1726283,,,,
17.75,72.75,2023,188,11.29,,21.94790047,,,,
17.75,73.25,2023,188,10.58,,20.56765163,,,,
18.25,69.75,2023,188,11.19,,21.75349922,,,,
18.25,70.25,2023,188,11.41,,22.18118196,,,,
18.25,70.75,2023,188,11.65,,22.64774495,,,,
18.25,71.25,2023,188,12.1,,23.52255054,,,,
18.25,71.75,2023,188,12.3,,23.91135303,,,,
18.25,72.25,2023,188,12.43,,24.16407465,,,,
18.25,72.75,2023,188,11.7,,22.74494557,,,,
18.25,73.25,2023,188,10.72,,20.83981337,,,,
18.75,69.75,2023,188,10.39,,20.19828927,,,,
18.75,70.25,2023,188,10.56,,20.52877138,,,,
18.75,70.75,2023,188,10.82,,21.03421462,,,,
18.75,71.25,2023,188,11.26,,21.88958009,,,,
18.75,71.75,2023,188,11.46,,22.27838258,,,,
18.75,72.25,2023,188,11.55,,22.4533437,,,,
18.75,72.75,2023,188,10.64,,20.68429238,,,,
18.75,73.25,2023,188,9.51,,18.48755832,,,,
19.25,69.75,2023,188,9.3,,18.07931571,,,,
19.25,70.25,2023,188,9.54,,18.54587869,,,,
19.25,70.75,2023,188,9.75,,18.95412131,,,,
19.25,71.25,2023,188,9.86,,19.16796267,,,,
19.25,71.75,2023,188,9.7,,18.85692068,,,,
19.25,72.25,2023,188,9.51,,18.48755832,,,,
19.25,72.75,2023,188,8.69,,16.89346812,,,,
19.25,73.25,2023,188,7.98,,15.51321928,,,,
12.75,69.75,2023,189,10.52,,20.45101089,20.55185653,Jul-08,1.5,23.28926905
12.75,70.25,2023,189,10.26,,19.94556765,,,,
12.75,70.75,2023,189,9.86,,19.16796267,,,,
12.75,71.25,2023,189,9.44,,18.35147745,,,,
12.75,71.75,2023,189,9.23,,17.94323484,,,,
12.75,72.25,2023,189,9.15,,17.78771384,,,,
12.75,72.75,2023,189,9.07,,17.63219285,,,,
12.75,73.25,2023,189,8.85,,17.20451011,,,,
13.25,69.75,2023,189,10.87,,21.13141524,,,,
13.25,70.25,2023,189,10.58,,20.56765163,,,,
13.25,70.75,2023,189,10.18,,19.79004666,,,,
13.25,71.25,2023,189,9.8,,19.05132193,,,,
13.25,71.75,2023,189,9.58,,18.62363919,,,,
13.25,72.25,2023,189,9.49,,18.44867807,,,,
13.25,72.75,2023,189,9.43,,18.33203733,,,,
13.25,73.25,2023,189,9.19,,17.86547434,,,,
13.75,69.75,2023,189,10.99,,21.36469673,,,,
13.75,70.25,2023,189,10.74,,20.87869362,,,,
13.75,70.75,2023,189,10.44,,20.29548989,,,,
13.75,71.25,2023,189,10.15,,19.73172628,,,,
13.75,71.75,2023,189,9.91,,19.2651633,,,,
13.75,72.25,2023,189,9.82,,19.09020218,,,,
13.75,72.75,2023,189,9.66,,18.77916019,,,,
13.75,73.25,2023,189,9.32,,18.11819596,,,,
14.25,69.75,2023,189,11.02,,21.42301711,,,,
14.25,70.25,2023,189,10.81,,21.01477449,,,,
14.25,70.75,2023,189,10.64,,20.68429238,,,,
14.25,71.25,2023,189,10.48,,20.37325039,,,,
14.25,71.75,2023,189,10.27,,19.96500778,,,,
14.25,72.25,2023,189,10.14,,19.71228616,,,,
14.25,72.75,2023,189,9.87,,19.1874028,,,,
14.25,73.25,2023,189,9.35,,18.17651633,,,,
14.75,69.75,2023,189,11.16,,21.69517885,,,,
14.75,70.25,2023,189,10.96,,21.30637636,,,,
14.75,70.75,2023,189,10.84,,21.07309487,,,,
14.75,71.25,2023,189,10.74,,20.87869362,,,,
14.75,71.75,2023,189,10.6,,20.60653188,,,,
14.75,72.25,2023,189,10.42,,20.25660964,,,,
14.75,72.75,2023,189,10.09,,19.61508554,,,,
14.75,73.25,2023,189,9.38,,18.2348367,,,,
15.25,69.75,2023,189,11.38,,22.12286159,,,,
15.25,70.25,2023,189,11.19,,21.75349922,,,,
15.25,70.75,2023,189,11.02,,21.42301711,,,,
15.25,71.25,2023,189,10.86,,21.11197512,,,,
15.25,71.75,2023,189,10.78,,20.95645412,,,,
15.25,72.25,2023,189,10.57,,20.54821151,,,,
15.25,72.75,2023,189,10.21,,19.84836703,,,,
15.25,73.25,2023,189,9.37,,18.21539658,,,,
15.75,69.75,2023,189,11.59,,22.5311042,,,,
15.75,70.25,2023,189,11.45,,22.25894246,,,,
15.75,70.75,2023,189,11.25,,21.87013997,,,,
15.75,71.25,2023,189,11.01,,21.40357698,,,,
15.75,71.75,2023,189,10.9,,21.18973561,,,,
15.75,72.25,2023,189,10.65,,20.7037325,,,,
15.75,72.75,2023,189,10.22,,19.86780715,,,,
15.75,73.25,2023,189,9.37,,18.21539658,,,,
16.25,69.75,2023,189,11.79,,22.91990669,,,,
16.25,70.25,2023,189,11.69,,22.72550544,,,,
16.25,70.75,2023,189,11.52,,22.39502333,,,,
16.25,71.25,2023,189,11.34,,22.04510109,,,,
16.25,71.75,2023,189,11.11,,21.59797823,,,,
16.25,72.25,2023,189,10.83,,21.05365474,,,,
16.25,72.75,2023,189,10.25,,19.92612753,,,,
16.25,73.25,2023,189,9.37,,18.21539658,,,,
16.75,69.75,2023,189,11.95,,23.23094868,,,,
16.75,70.25,2023,189,11.84,,23.01710731,,,,
16.75,70.75,2023,189,11.72,,22.78382582,,,,
16.75,71.25,2023,189,11.62,,22.58942457,,,,
16.75,71.75,2023,189,11.31,,21.98678072,,,,
16.75,72.25,2023,189,11.04,,21.46189736,,,,
16.75,72.75,2023,189,10.26,,19.94556765,,,,
16.75,73.25,2023,189,9.3,,18.07931571,,,,
17.25,69.75,2023,189,11.98,,23.28926905,,,,
17.25,70.25,2023,189,11.87,,23.07542768,,,,
17.25,70.75,2023,189,11.73,,22.80326594,,,,
17.25,71.25,2023,189,11.61,,22.56998445,,,,
17.25,71.75,2023,189,11.32,,22.00622084,,,,
17.25,72.25,2023,189,11.09,,21.55909798,,,,
17.25,72.75,2023,189,10.26,,19.94556765,,,,
17.25,73.25,2023,189,9.39,,18.25427683,,,,
17.75,69.75,2023,189,11.8,,22.93934681,,,,
17.75,70.25,2023,189,11.69,,22.72550544,,,,
17.75,70.75,2023,189,11.53,,22.41446345,,,,
17.75,71.25,2023,189,11.41,,22.18118196,,,,
17.75,71.75,2023,189,11.18,,21.7340591,,,,
17.75,72.25,2023,189,10.94,,21.26749611,,,,
17.75,72.75,2023,189,10.29,,20.00388802,,,,
17.75,73.25,2023,189,9.79,,19.0318818,,,,
18.25,69.75,2023,189,11.4,,22.16174184,,,,
18.25,70.25,2023,189,11.31,,21.98678072,,,,
18.25,70.75,2023,189,11.2,,21.77293935,,,,
18.25,71.25,2023,189,11.13,,21.63685848,,,,
18.25,71.75,2023,189,10.95,,21.28693624,,,,
18.25,72.25,2023,189,10.72,,20.83981337,,,,
18.25,72.75,2023,189,10.28,,19.9844479,,,,
18.25,73.25,2023,189,10.14,,19.71228616,,,,
18.75,69.75,2023,189,10.9,,21.18973561,,,,
18.75,70.25,2023,189,10.85,,21.09253499,,,,
18.75,70.75,2023,189,10.79,,20.97589425,,,,
18.75,71.25,2023,189,10.74,,20.87869362,,,,
18.75,71.75,2023,189,10.73,,20.8592535,,,,
18.75,72.25,2023,189,10.58,,20.56765163,,,,
18.75,72.75,2023,189,10.21,,19.84836703,,,,
18.75,73.25,2023,189,10.13,,19.69284603,,,,
19.25,69.75,2023,189,10.49,,20.39269051,,,,
19.25,70.25,2023,189,10.49,,20.39269051,,,,
19.25,70.75,2023,189,10.42,,20.25660964,,,,
19.25,71.25,2023,189,10.39,,20.19828927,,,,
19.25,71.75,2023,189,10.48,,20.37325039,,,,
19.25,72.25,2023,189,10.28,,19.9844479,,,,
19.25,72.75,2023,189,9.81,,19.07076205,,,,
19.25,73.25,2023,189,9.69,,18.83748056,,,,
12.75,69.75,2023,190,8.82,,17.14618974,18.258269,Jul-09,1,21.5007776
12.75,70.25,2023,190,8.67,,16.85458787,,,,
12.75,70.75,2023,190,8.58,,16.67962675,,,,
12.75,71.25,2023,190,8.62,,16.75738725,,,,
12.75,71.75,2023,190,8.5,,16.52410575,,,,
12.75,72.25,2023,190,8.05,,15.64930016,,,,
12.75,72.75,2023,190,7.46,,14.50233281,,,,
12.75,73.25,2023,190,6.8,,13.2192846,,,,
13.25,69.75,2023,190,9.26,,18.00155521,,,,
13.25,70.25,2023,190,9.05,,17.5933126,,,,
13.25,70.75,2023,190,8.86,,17.22395023,,,,
13.25,71.25,2023,190,8.79,,17.08786936,,,,
13.25,71.75,2023,190,8.7,,16.91290824,,,,
13.25,72.25,2023,190,8.28,,16.09642302,,,,
13.25,72.75,2023,190,7.65,,14.87169518,,,,
13.25,73.25,2023,190,6.92,,13.4525661,,,,
13.75,69.75,2023,190,9.52,,18.50699844,,,,
13.75,70.25,2023,190,9.27,,18.02099533,,,,
13.75,70.75,2023,190,9.04,,17.57387247,,,,
13.75,71.25,2023,190,8.93,,17.3600311,,,,
13.75,71.75,2023,190,8.84,,17.18506998,,,,
13.75,72.25,2023,190,8.49,,16.50466563,,,,
13.75,72.75,2023,190,7.87,,15.29937792,,,,
13.75,73.25,2023,190,7.1,,13.80248834,,,,
14.25,69.75,2023,190,9.65,,18.75972006,,,,
14.25,70.25,2023,190,9.39,,18.25427683,,,,
14.25,70.75,2023,190,9.16,,17.80715397,,,,
14.25,71.25,2023,190,9.06,,17.61275272,,,,
14.25,71.75,2023,190,8.95,,17.39891135,,,,
14.25,72.25,2023,190,8.69,,16.89346812,,,,
14.25,72.75,2023,190,8.14,,15.82426128,,,,
14.25,73.25,2023,190,7.37,,14.3273717,,,,
14.75,69.75,2023,190,9.78,,19.01244168,,,,
14.75,70.25,2023,190,9.53,,18.52643857,,,,
14.75,70.75,2023,190,9.3,,18.07931571,,,,
14.75,71.25,2023,190,9.2,,17.88491446,,,,
14.75,71.75,2023,190,9.07,,17.63219285,,,,
14.75,72.25,2023,190,8.85,,17.20451011,,,,
14.75,72.75,2023,190,8.44,,16.40746501,,,,
14.75,73.25,2023,190,7.73,,15.02721617,,,,
15.25,69.75,2023,190,9.93,,19.30404355,,,,
15.25,70.25,2023,190,9.68,,18.81804044,,,,
15.25,70.75,2023,190,9.44,,18.35147745,,,,
15.25,71.25,2023,190,9.31,,18.09875583,,,,
15.25,71.75,2023,190,9.21,,17.90435459,,,,
15.25,72.25,2023,190,8.98,,17.45723173,,,,
15.25,72.75,2023,190,8.67,,16.85458787,,,,
15.25,73.25,2023,190,7.99,,15.53265941,,,,
15.75,69.75,2023,190,10.11,,19.65396579,,,,
15.75,70.25,2023,190,9.88,,19.20684292,,,,
15.75,70.75,2023,190,9.65,,18.75972006,,,,
15.75,71.25,2023,190,9.5,,18.4681182,,,,
15.75,71.75,2023,190,9.39,,18.25427683,,,,
15.75,72.25,2023,190,9.12,,17.72939347,,,,
15.75,72.75,2023,190,8.73,,16.97122862,,,,
15.75,73.25,2023,190,8.02,,15.59097978,,,,
16.25,69.75,2023,190,10.35,,20.12052877,,,,
16.25,70.25,2023,190,10.16,,19.75116641,,,,
16.25,70.75,2023,190,9.96,,19.36236392,,,,
16.25,71.25,2023,190,9.82,,19.09020218,,,,
16.25,71.75,2023,190,9.57,,18.60419907,,,,
16.25,72.25,2023,190,9.24,,17.96267496,,,,
