-BEGIN HEADER-,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data,,,,,,,,,
Dates (month/day/year): 01/01/2024 through 02/29/2024,,,,,,,,,
Location: Regional,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,,,,,,
Parameter(s):,,,,,,,,,
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s),,,,,,,,,
-END HEADER-,,,,,,,,,
LAT,LON,YEAR,DOY,WS10M_MAX,knots,avg,date,T,max
12.25,72.25,2024,6,11.14,21.6562986,,,,
12.25,72.75,2024,6,9.67,18.79860031,,,,
12.25,73.25,2024,6,7.64,14.85225505,,,,
12.75,67.75,2024,6,6.07,11.80015552,,,,
12.75,68.25,2024,6,6.27,12.18895801,,,,
12.75,68.75,2024,6,6.46,12.55832037,,,,
12.75,69.25,2024,6,6.76,13.14152411,,,,
12.75,69.75,2024,6,7.21,14.0163297,,,,
12.75,70.25,2024,6,7.74,15.0466563,,,,
12.75,70.75,2024,6,8.33,16.19362364,,,,
12.75,71.25,2024,6,9,17.49611198,,,,
12.75,71.75,2024,6,9.66,18.77916019,,,,
12.75,72.25,2024,6,9.51,18.48755832,,,,
12.75,72.75,2024,6,8.36,16.25194401,,,,
12.75,73.25,2024,6,6.52,12.67496112,,,,
13.25,67.75,2024,6,5.7,11.08087092,,,,
13.25,68.25,2024,6,5.84,11.35303266,,,,
13.25,68.75,2024,6,5.94,11.5474339,,,,
13.25,69.25,2024,6,6.28,12.20839813,,,,
13.25,69.75,2024,6,6.65,12.92768274,,,,
13.25,70.25,2024,6,7.05,13.70528771,,,,
13.25,70.75,2024,6,7.49,14.56065319,,,,
13.25,71.25,2024,6,7.97,15.49377916,,,,
13.25,71.75,2024,6,8.33,16.19362364,,,,
13.25,72.25,2024,6,8.07,15.6881804,,,,
13.25,72.75,2024,6,7.21,14.0163297,,,,
13.25,73.25,2024,6,5.95,11.56687403,,,,
13.75,67.75,2024,6,5.45,10.59486781,,,,
13.75,68.25,2024,6,5.4,10.49766719,,,,
13.75,68.75,2024,6,5.45,10.59486781,,,,
13.75,69.25,2024,6,5.73,11.13919129,,,,
13.75,69.75,2024,6,6.05,11.76127527,,,,
13.75,70.25,2024,6,6.37,12.38335925,,,,
13.75,70.75,2024,6,6.68,12.98600311,,,,
13.75,71.25,2024,6,7.03,13.66640747,,,,
13.75,71.75,2024,6,7.26,14.11353033,,,,
13.75,72.25,2024,6,7.11,13.82192846,,,,
13.75,72.75,2024,6,6.57,12.77216174,,,,
13.75,73.25,2024,6,5.75,11.17807154,,,,
14.25,67.75,2024,6,5.44,10.57542768,,,,
14.25,68.25,2024,6,5.12,9.953343701,,,,
14.25,68.75,2024,6,5.11,9.933903577,,,,
14.25,69.25,2024,6,5.32,10.34214619,,,,
14.25,69.75,2024,6,5.56,10.80870918,,,,
14.25,70.25,2024,6,5.8,11.27527216,,,,
14.25,70.75,2024,6,6.05,11.76127527,,,,
14.25,71.25,2024,6,6.31,12.26671851,,,,
14.25,71.75,2024,6,6.49,12.61664075,,,,
14.25,72.25,2024,6,6.44,12.51944012,,,,
14.25,72.75,2024,6,6.19,12.03343701,,,,
14.25,73.25,2024,6,5.74,11.15863142,,,,
14.75,67.75,2024,6,5.67,11.02255054,,,,
14.75,68.25,2024,6,5.27,10.24494557,,,,
14.75,68.75,2024,6,5.02,9.758942457,,,,
14.75,69.25,2024,6,5.16,10.0311042,,,,
14.75,69.75,2024,6,5.34,10.38102644,,,,
14.75,70.25,2024,6,5.55,10.78926905,,,,
14.75,70.75,2024,6,5.76,11.19751166,,,,
14.75,71.25,2024,6,5.96,11.58631415,,,,
14.75,71.75,2024,6,6.08,11.81959565,,,,
14.75,72.25,2024,6,6.09,11.83903577,,,,
14.75,72.75,2024,6,6,11.66407465,,,,
14.75,73.25,2024,6,5.64,10.96423017,,,,
15.25,67.75,2024,6,6.23,12.11119751,,,,
15.25,68.25,2024,6,5.84,11.35303266,,,,
15.25,68.75,2024,6,5.33,10.36158631,,,,
15.25,69.25,2024,6,5.24,10.18662519,,,,
15.25,69.75,2024,6,5.37,10.43934681,,,,
15.25,70.25,2024,6,5.57,10.8281493,,,,
15.25,70.75,2024,6,5.76,11.19751166,,,,
15.25,71.25,2024,6,5.91,11.48911353,,,,
15.25,71.75,2024,6,5.95,11.56687403,,,,
15.25,72.25,2024,6,5.99,11.64463453,,,,
15.25,72.75,2024,6,5.98,11.6251944,,,,
15.25,73.25,2024,6,5.54,10.76982893,,,,
15.75,67.75,2024,6,6.88,13.3748056,,,,
15.75,68.25,2024,6,6.59,12.81104199,,,,
15.75,68.75,2024,6,6.14,11.93623639,,,,
15.75,69.25,2024,6,5.74,11.15863142,,,,
15.75,69.75,2024,6,5.6,10.88646967,,,,
15.75,70.25,2024,6,5.65,10.9836703,,,,
15.75,70.75,2024,6,5.79,11.25583204,,,,
15.75,71.25,2024,6,5.9,11.46967341,,,,
15.75,71.75,2024,6,5.93,11.52799378,,,,
15.75,72.25,2024,6,6.04,11.74183515,,,,
15.75,72.75,2024,6,5.96,11.58631415,,,,
15.75,73.25,2024,6,5.41,10.51710731,,,,
16.25,67.75,2024,6,7.36,14.30793157,,,,
16.25,68.25,2024,6,7.23,14.05520995,,,,
16.25,68.75,2024,6,6.98,13.56920684,,,,
16.25,69.25,2024,6,6.49,12.61664075,,,,
16.25,69.75,2024,6,6.07,11.80015552,,,,
16.25,70.25,2024,6,5.84,11.35303266,,,,
16.25,70.75,2024,6,5.8,11.27527216,,,,
16.25,71.25,2024,6,5.9,11.46967341,,,,
16.25,71.75,2024,6,5.95,11.56687403,,,,
16.25,72.25,2024,6,6.13,11.91679627,,,,
16.25,72.75,2024,6,5.89,11.45023328,,,,
16.25,73.25,2024,6,5.21,10.12830482,,,,
16.75,67.75,2024,6,7.63,14.83281493,,,,
16.75,68.25,2024,6,7.61,14.79393468,,,,
16.75,68.75,2024,6,7.45,14.48289269,,,,
16.75,69.25,2024,6,6.99,13.58864697,,,,
16.75,69.75,2024,6,6.54,12.71384137,,,,
16.75,70.25,2024,6,6.18,12.01399689,,,,
16.75,70.75,2024,6,6,11.66407465,,,,
16.75,71.25,2024,6,6.02,11.7029549,,,,
16.75,71.75,2024,6,6,11.66407465,,,,
16.75,72.25,2024,6,6.21,12.07231726,,,,
16.75,72.75,2024,6,5.85,11.37247278,,,,
16.75,73.25,2024,6,5.05,9.81726283,,,,
17.25,67.75,2024,6,7.77,15.10497667,,,,
17.25,68.25,2024,6,7.82,15.20217729,,,,
17.25,68.75,2024,6,7.7,14.9688958,,,,
17.25,69.25,2024,6,7.27,14.13297045,,,,
17.25,69.75,2024,6,6.95,13.51088647,,,,
17.25,70.25,2024,6,6.74,13.10264386,,,,
17.25,70.75,2024,6,6.6,12.83048212,,,,
17.25,71.25,2024,6,6.41,12.46111975,,,,
17.25,71.75,2024,6,6.35,12.344479,,,,
17.25,72.25,2024,6,6.32,12.28615863,,,,
17.25,72.75,2024,6,5.72,11.11975117,,,,
17.25,73.25,2024,6,4.93,9.583981337,,,,
17.75,67.75,2024,6,7.81,15.18273717,,,,
17.75,68.25,2024,6,7.92,15.39657854,,,,
17.75,68.75,2024,6,7.89,15.33825816,,,,
17.75,69.25,2024,6,7.56,14.69673406,,,,
17.75,69.75,2024,6,7.44,14.46345257,,,,
17.75,70.25,2024,6,7.43,14.44401244,,,,
17.75,70.75,2024,6,7.38,14.34681182,,,,
17.75,71.25,2024,6,7.06,13.72472784,,,,
17.75,71.75,2024,6,7.03,13.66640747,,,,
17.75,72.25,2024,6,6.77,13.16096423,,,,
17.75,72.75,2024,6,5.94,11.5474339,,,,
17.75,73.25,2024,6,5.08,9.875583204,,,,
18.25,67.75,2024,6,7.73,15.02721617,,,,
18.25,68.25,2024,6,7.89,15.33825816,,,,
18.25,68.75,2024,6,7.91,15.37713841,,,,
18.25,69.25,2024,6,7.78,15.1244168,,,,
18.25,69.75,2024,6,7.88,15.31881804,,,,
18.25,70.25,2024,6,8.03,15.61041991,,,,
18.25,70.75,2024,6,8.06,15.66874028,,,,
18.25,71.25,2024,6,7.77,15.10497667,,,,
18.25,71.75,2024,6,7.68,14.93001555,,,,
18.25,72.25,2024,6,7.47,14.52177294,,,,
18.25,72.75,2024,6,6.56,12.75272162,,,,
18.25,73.25,2024,6,5.45,10.59486781,,,,
18.75,67.75,2024,6,7.68,14.93001555,,,,
18.75,68.25,2024,6,8,15.55209953,,,,
18.75,68.75,2024,6,8.14,15.82426128,,,,
18.75,69.25,2024,6,8.16,15.86314152,,,,
18.75,69.75,2024,6,8.34,16.21306376,,,,
18.75,70.25,2024,6,8.54,16.60186625,,,,
18.75,70.75,2024,6,8.63,16.77682737,,,,
18.75,71.25,2024,6,8.48,16.48522551,,,,
18.75,71.75,2024,6,8.37,16.27138414,,,,
18.75,72.25,2024,6,8.14,15.82426128,,,,
18.75,72.75,2024,6,7.05,13.70528771,,,,
18.75,73.25,2024,6,5.65,10.9836703,,,,
19.25,67.75,2024,6,7.68,14.93001555,,,,
19.25,68.25,2024,6,8.2,15.94090202,,,,
19.25,68.75,2024,6,8.52,16.562986,,,,
19.25,69.25,2024,6,8.55,16.62130638,,,,
19.25,69.75,2024,6,8.69,16.89346812,,,,
19.25,70.25,2024,6,8.9,17.30171073,,,,
19.25,70.75,2024,6,9.1,17.69051322,,,,
19.25,71.25,2024,6,9.14,17.76827372,,,,
19.25,71.75,2024,6,9.08,17.65163297,,,,
19.25,72.25,2024,6,8.65,16.81570762,,,,
19.25,72.75,2024,6,7.3,14.19129082,,,,
19.25,73.25,2024,6,5.7,11.08087092,,,,
10.25,67.75,2024,7,4.63,9.000777605,11.49022196,Jan-07,nil,20.50933126
10.25,68.25,2024,7,4.81,9.350699844,,,,
10.25,68.75,2024,7,4.95,9.622861586,,,,
10.25,69.25,2024,7,5.23,10.16718507,,,,
10.25,69.75,2024,7,5.63,10.94479005,,,,
10.25,70.25,2024,7,6.19,12.03343701,,,,
10.25,70.75,2024,7,6.9,13.41368585,,,,
10.25,71.25,2024,7,7.76,15.08553655,,,,
10.25,71.75,2024,7,8.24,16.01866252,,,,
10.25,72.25,2024,7,6.66,12.94712286,,,,
10.25,72.75,2024,7,6.48,12.59720062,,,,
10.25,73.25,2024,7,7.5,14.58009331,,,,
10.75,67.75,2024,7,4.52,8.786936236,,,,
10.75,68.25,2024,7,4.76,9.253499222,,,,
10.75,68.75,2024,7,4.98,9.68118196,,,,
10.75,69.25,2024,7,5.4,10.49766719,,,,
10.75,69.75,2024,7,5.85,11.37247278,,,,
10.75,70.25,2024,7,6.58,12.79160187,,,,
10.75,70.75,2024,7,7.79,15.14385692,,,,
10.75,71.25,2024,7,9.62,18.70139969,,,,
10.75,71.75,2024,7,9.43,18.33203733,,,,
10.75,72.25,2024,7,7.96,15.47433904,,,,
10.75,72.75,2024,7,8.44,16.40746501,,,,
10.75,73.25,2024,7,9.83,19.1096423,,,,
11.25,67.75,2024,7,4.45,8.650855365,,,,
11.25,68.25,2024,7,4.69,9.117418351,,,,
11.25,68.75,2024,7,4.93,9.583981337,,,,
11.25,69.25,2024,7,5.45,10.59486781,,,,
11.25,69.75,2024,7,5.89,11.45023328,,,,
11.25,70.25,2024,7,6.68,12.98600311,,,,
11.25,70.75,2024,7,8.15,15.8437014,,,,
11.25,71.25,2024,7,10.55,20.50933126,,,,
11.25,71.75,2024,7,9.56,18.58475894,,,,
11.25,72.25,2024,7,9.72,18.89580093,,,,
11.25,72.75,2024,7,10.28,19.9844479,,,,
11.25,73.25,2024,7,10.02,19.47900467,,,,
11.75,67.75,2024,7,4.28,8.32037325,,,,
11.75,68.25,2024,7,4.51,8.767496112,,,,
11.75,68.75,2024,7,4.77,9.272939347,,,,
11.75,69.25,2024,7,5.26,10.22550544,,,,
11.75,69.75,2024,7,5.64,10.96423017,,,,
11.75,70.25,2024,7,6.36,12.36391913,,,,
11.75,70.75,2024,7,7.68,14.93001555,,,,
11.75,71.25,2024,7,9.66,18.77916019,,,,
11.75,71.75,2024,7,9.68,18.81804044,,,,
11.75,72.25,2024,7,10.2,19.82892691,,,,
11.75,72.75,2024,7,9.9,19.24572317,,,,
11.75,73.25,2024,7,8.53,16.58242613,,,,
12.25,67.75,2024,7,4.14,8.048211509,,,,
12.25,68.25,2024,7,4.24,8.242612753,,,,
12.25,68.75,2024,7,4.49,8.728615863,,,,
12.25,69.25,2024,7,4.87,9.467340591,,,,
12.25,69.75,2024,7,5.16,10.0311042,,,,
12.25,70.25,2024,7,5.8,11.27527216,,,,
12.25,70.75,2024,7,6.89,13.39424572,,,,
12.25,71.25,2024,7,8.23,15.9992224,,,,
12.25,71.75,2024,7,8.7,16.91290824,,,,
12.25,72.25,2024,7,8.51,16.54354588,,,,
12.25,72.75,2024,7,7.81,15.18273717,,,,
12.25,73.25,2024,7,6.88,13.3748056,,,,
12.75,67.75,2024,7,4.18,8.125972006,,,,
12.75,68.25,2024,7,3.97,7.717729393,,,,
12.75,68.75,2024,7,4.11,7.989891135,,,,
12.75,69.25,2024,7,4.33,8.417573872,,,,
12.75,69.75,2024,7,4.6,8.942457232,,,,
12.75,70.25,2024,7,5.25,10.20606532,,,,
12.75,70.75,2024,7,6.24,12.13063764,,,,
12.75,71.25,2024,7,7.2,13.99688958,,,,
12.75,71.75,2024,7,7.44,14.46345257,,,,
12.75,72.25,2024,7,6.94,13.49144635,,,,
12.75,72.75,2024,7,6.31,12.26671851,,,,
12.75,73.25,2024,7,5.82,11.31415241,,,,
13.25,67.75,2024,7,4.37,8.49533437,,,,
13.25,68.25,2024,7,3.88,7.542768274,,,,
13.25,68.75,2024,7,3.72,7.231726283,,,,
13.25,69.25,2024,7,3.82,7.426127527,,,,
13.25,69.75,2024,7,4.24,8.242612753,,,,
13.25,70.25,2024,7,4.95,9.622861586,,,,
13.25,70.75,2024,7,5.79,11.25583204,,,,
13.25,71.25,2024,7,6.55,12.73328149,,,,
13.25,71.75,2024,7,6.84,13.2970451,,,,
13.25,72.25,2024,7,6.53,12.69440124,,,,
13.25,72.75,2024,7,5.96,11.58631415,,,,
13.25,73.25,2024,7,5.38,10.45878694,,,,
13.75,67.75,2024,7,4.65,9.039657854,,,,
13.75,68.25,2024,7,4.02,7.814930016,,,,
13.75,68.75,2024,7,3.61,7.017884914,,,,
13.75,69.25,2024,7,3.75,7.290046656,,,,
13.75,69.75,2024,7,4.26,8.281493002,,,,
13.75,70.25,2024,7,4.86,9.447900467,,,,
13.75,70.75,2024,7,5.44,10.57542768,,,,
13.75,71.25,2024,7,6.04,11.74183515,,,,
13.75,71.75,2024,7,6.39,12.4222395,,,,
13.75,72.25,2024,7,6.37,12.38335925,,,,
13.75,72.75,2024,7,6.06,11.7807154,,,,
13.75,73.25,2024,7,5.6,10.88646967,,,,
14.25,67.75,2024,7,4.93,9.583981337,,,,
14.25,68.25,2024,7,4.25,8.262052877,,,,
14.25,68.75,2024,7,3.81,7.406687403,,,,
14.25,69.25,2024,7,4.01,7.795489891,,,,
14.25,69.75,2024,7,4.41,8.573094868,,,,
14.25,70.25,2024,7,4.82,9.370139969,,,,
14.25,70.75,2024,7,5.18,10.06998445,,,,
14.25,71.25,2024,7,5.59,10.86702955,,,,
14.25,71.75,2024,7,5.87,11.41135303,,,,
14.25,72.25,2024,7,6.04,11.74183515,,,,
14.25,72.75,2024,7,6.04,11.74183515,,,,
14.25,73.25,2024,7,5.93,11.52799378,,,,
14.75,67.75,2024,7,5.25,10.20606532,,,,
14.75,68.25,2024,7,4.61,8.961897356,,,,
14.75,68.75,2024,7,4.04,7.853810264,,,,
14.75,69.25,2024,7,4.19,8.145412131,,,,
14.75,69.75,2024,7,4.46,8.67029549,,,,
14.75,70.25,2024,7,4.77,9.272939347,,,,
14.75,70.75,2024,7,5.04,9.797822706,,,,
14.75,71.25,2024,7,5.24,10.18662519,,,,
14.75,71.75,2024,7,5.33,10.36158631,,,,
14.75,72.25,2024,7,5.56,10.80870918,,,,
14.75,72.75,2024,7,5.73,11.13919129,,,,
14.75,73.25,2024,7,5.78,11.23639191,,,,
15.25,67.75,2024,7,5.7,11.08087092,,,,
15.25,68.25,2024,7,5.19,10.08942457,,,,
15.25,68.75,2024,7,4.41,8.573094868,,,,
15.25,69.25,2024,7,4.25,8.262052877,,,,
15.25,69.75,2024,7,4.46,8.67029549,,,,
15.25,70.25,2024,7,4.76,9.253499222,,,,
15.25,70.75,2024,7,4.93,9.583981337,,,,
15.25,71.25,2024,7,4.84,9.409020218,,,,
15.25,71.75,2024,7,4.78,9.292379471,,,,
15.25,72.25,2024,7,5.07,9.856143079,,,,
15.25,72.75,2024,7,5.33,10.36158631,,,,
15.25,73.25,2024,7,5.39,10.47822706,,,,
15.75,67.75,2024,7,6.07,11.80015552,,,,
15.75,68.25,2024,7,5.68,11.04199067,,,,
15.75,68.75,2024,7,4.86,9.447900467,,,,
15.75,69.25,2024,7,4.29,8.339813375,,,,
15.75,69.75,2024,7,4.4,8.553654743,,,,
15.75,70.25,2024,7,4.62,8.981337481,,,,
15.75,70.75,2024,7,4.66,9.059097978,,,,
15.75,71.25,2024,7,4.46,8.67029549,,,,
15.75,71.75,2024,7,4.36,8.475894246,,,,
15.75,72.25,2024,7,4.66,9.059097978,,,,
15.75,72.75,2024,7,4.96,9.642301711,,,,
15.75,73.25,2024,7,5.25,10.20606532,,,,
16.25,67.75,2024,7,6.2,12.05287714,,,,
16.25,68.25,2024,7,5.91,11.48911353,,,,
16.25,68.75,2024,7,5.15,10.01166407,,,,
16.25,69.25,2024,7,4.63,9.000777605,,,,
16.25,69.75,2024,7,4.61,8.961897356,,,,
16.25,70.25,2024,7,4.7,9.136858476,,,,
16.25,70.75,2024,7,4.7,9.136858476,,,,
16.25,71.25,2024,7,4.54,8.825816485,,,,
16.25,71.75,2024,7,4.37,8.49533437,,,,
16.25,72.25,2024,7,4.61,8.961897356,,,,
16.25,72.75,2024,7,5.03,9.778382582,,,,
16.25,73.25,2024,7,5.55,10.78926905,,,,
16.75,67.75,2024,7,6.44,12.51944012,,,,
16.75,68.25,2024,7,6.15,11.95567652,,,,
16.75,68.75,2024,7,5.55,10.78926905,,,,
16.75,69.25,2024,7,5.32,10.34214619,,,,
16.75,69.75,2024,7,5.24,10.18662519,,,,
16.75,70.25,2024,7,5.21,10.12830482,,,,
16.75,70.75,2024,7,5.14,9.99222395,,,,
16.75,71.25,2024,7,4.93,9.583981337,,,,
16.75,71.75,2024,7,4.6,8.942457232,,,,
16.75,72.25,2024,7,4.87,9.467340591,,,,
16.75,72.75,2024,7,5.34,10.38102644,,,,
16.75,73.25,2024,7,5.78,11.23639191,,,,
17.25,67.75,2024,7,6.94,13.49144635,,,,
17.25,68.25,2024,7,6.56,12.75272162,,,,
17.25,68.75,2024,7,6.16,11.97511664,,,,
17.25,69.25,2024,7,5.94,11.5474339,,,,
17.25,69.75,2024,7,5.73,11.13919129,,,,
17.25,70.25,2024,7,5.58,10.84758942,,,,
17.25,70.75,2024,7,5.48,10.65318818,,,,
17.25,71.25,2024,7,5.36,10.41990669,,,,
17.25,71.75,2024,7,4.98,9.68118196,,,,
17.25,72.25,2024,7,5.26,10.22550544,,,,
17.25,72.75,2024,7,5.45,10.59486781,,,,
17.25,73.25,2024,7,5.45,10.59486781,,,,
17.75,67.75,2024,7,7.43,14.44401244,,,,
17.75,68.25,2024,7,7.06,13.72472784,,,,
17.75,68.75,2024,7,6.7,13.02488336,,,,
17.75,69.25,2024,7,6.36,12.36391913,,,,
17.75,69.75,2024,7,6,11.66407465,,,,
17.75,70.25,2024,7,5.75,11.17807154,,,,
17.75,70.75,2024,7,5.63,10.94479005,,,,
17.75,71.25,2024,7,5.56,10.80870918,,,,
17.75,71.75,2024,7,5.28,10.26438569,,,,
17.75,72.25,2024,7,5.58,10.84758942,,,,
17.75,72.75,2024,7,5.45,10.59486781,,,,
17.75,73.25,2024,7,5.05,9.81726283,,,,
18.25,67.75,2024,7,7.5,14.58009331,,,,
18.25,68.25,2024,7,7.3,14.19129082,,,,
18.25,68.75,2024,7,6.99,13.58864697,,,,
18.25,69.25,2024,7,6.6,12.83048212,,,,
18.25,69.75,2024,7,6.22,12.09175739,,,,
18.25,70.25,2024,7,6.06,11.7807154,,,,
18.25,70.75,2024,7,6.1,11.85847589,,,,
18.25,71.25,2024,7,6.18,12.01399689,,,,
18.25,71.75,2024,7,5.89,11.45023328,,,,
18.25,72.25,2024,7,5.89,11.45023328,,,,
18.25,72.75,2024,7,5.52,10.73094868,,,,
18.25,73.25,2024,7,5.08,9.875583204,,,,
18.75,67.75,2024,7,7.41,14.40513219,,,,
18.75,68.25,2024,7,7.43,14.44401244,,,,
18.75,68.75,2024,7,7.28,14.15241058,,,,
18.75,69.25,2024,7,6.93,13.47200622,,,,
18.75,69.75,2024,7,6.62,12.86936236,,,,
18.75,70.25,2024,7,6.57,12.77216174,,,,
18.75,70.75,2024,7,6.81,13.23872473,,,,
18.75,71.25,2024,7,7.18,13.95800933,,,,
18.75,71.75,2024,7,6.85,13.31648523,,,,
18.75,72.25,2024,7,6.33,12.30559876,,,,
18.75,72.75,2024,7,5.67,11.02255054,,,,
18.75,73.25,2024,7,5.3,10.30326594,,,,
19.25,67.75,2024,7,7.58,14.73561431,,,,
19.25,68.25,2024,7,7.88,15.31881804,,,,
19.25,68.75,2024,7,7.95,15.45489891,,,,
19.25,69.25,2024,7,7.66,14.8911353,,,,
19.25,69.75,2024,7,7.32,14.23017107,,,,
19.25,70.25,2024,7,7.13,13.86080871,,,,
19.25,70.75,2024,7,7.22,14.03576983,,,,
19.25,71.25,2024,7,7.72,15.00777605,,,,
19.25,71.75,2024,7,7.67,14.91057543,,,,
19.25,72.25,2024,7,6.71,13.04432348,,,,
19.25,72.75,2024,7,5.79,11.25583204,,,,
19.25,73.25,2024,7,5.53,10.7503888,,,,
10.25,67.75,2024,8,2.86,5.559875583,10.64261548,Jan-08,nil,17.5155521
10.25,68.25,2024,8,2.75,5.346034215,,,,
10.25,68.75,2024,8,2.66,5.171073095,,,,
10.25,69.25,2024,8,2.8,5.443234837,,,,
10.25,69.75,2024,8,3.04,5.909797823,,,,
10.25,70.25,2024,8,3.38,6.570762053,,,,
10.25,70.75,2024,8,3.92,7.620528771,,,,
10.25,71.25,2024,8,4.78,9.292379471,,,,
10.25,71.75,2024,8,5.25,10.20606532,,,,
10.25,72.25,2024,8,4.79,9.311819596,,,,
10.25,72.75,2024,8,4.04,7.853810264,,,,
10.25,73.25,2024,8,3.76,7.309486781,,,,
10.75,67.75,2024,8,2.97,5.773716952,,,,
10.75,68.25,2024,8,2.85,5.540435459,,,,
10.75,68.75,2024,8,2.82,5.482115086,,,,
10.75,69.25,2024,8,2.86,5.559875583,,,,
10.75,69.75,2024,8,3.1,6.026438569,,,,
10.75,70.25,2024,8,3.71,7.212286159,,,,
10.75,70.75,2024,8,4.78,9.292379471,,,,
10.75,71.25,2024,8,6.38,12.40279938,,,,
10.75,71.75,2024,8,5.55,10.78926905,,,,
10.75,72.25,2024,8,5.85,11.37247278,,,,
10.75,72.75,2024,8,5.5,10.69206843,,,,
10.75,73.25,2024,8,4.58,8.903576983,,,,
11.25,67.75,2024,8,3.13,6.084758942,,,,
11.25,68.25,2024,8,2.94,5.715396579,,,,
11.25,68.75,2024,8,2.87,5.579315708,,,,
11.25,69.25,2024,8,2.82,5.482115086,,,,
11.25,69.75,2024,8,3.19,6.201399689,,,,
11.25,70.25,2024,8,4.02,7.814930016,,,,
11.25,70.75,2024,8,5.29,10.28382582,,,,
11.25,71.25,2024,8,6.86,13.33592535,,,,
11.25,71.75,2024,8,5.42,10.53654743,,,,
11.25,72.25,2024,8,6.52,12.67496112,,,,
11.25,72.75,2024,8,6.6,12.83048212,,,,
11.25,73.25,2024,8,5.16,10.0311042,,,,
11.75,67.75,2024,8,3.27,6.356920684,,,,
11.75,68.25,2024,8,2.98,5.793157076,,,,
11.75,68.75,2024,8,2.76,5.365474339,,,,
11.75,69.25,2024,8,2.92,5.67651633,,,,
11.75,69.75,2024,8,3.53,6.862363919,,,,
11.75,70.25,2024,8,4.39,8.534214619,,,,
11.75,70.75,2024,8,5.25,10.20606532,,,,
11.75,71.25,2024,8,5.86,11.39191291,,,,
11.75,71.75,2024,8,6.17,11.99455677,,,,
11.75,72.25,2024,8,6.65,12.92768274,,,,
11.75,72.75,2024,8,6.29,12.22783826,,,,
11.75,73.25,2024,8,5.26,10.22550544,,,,
12.25,67.75,2024,8,3.48,6.765163297,,,,
12.25,68.25,2024,8,3.17,6.16251944,,,,
12.25,68.75,2024,8,3.02,5.870917574,,,,
12.25,69.25,2024,8,3.46,6.726283048,,,,
12.25,69.75,2024,8,4.03,7.83437014,,,,
12.25,70.25,2024,8,4.55,8.84525661,,,,
12.25,70.75,2024,8,4.9,9.525660964,,,,
12.25,71.25,2024,8,5.06,9.836702955,,,,
12.25,71.75,2024,8,5.97,11.60575428,,,,
12.25,72.25,2024,8,5.89,11.45023328,,,,
12.25,72.75,2024,8,5.58,10.84758942,,,,
12.25,73.25,2024,8,5.44,10.57542768,,,,
12.75,67.75,2024,8,3.93,7.639968896,,,,
12.75,68.25,2024,8,3.79,7.367807154,,,,
12.75,68.75,2024,8,3.86,7.503888025,,,,
12.75,69.25,2024,8,4.24,8.242612753,,,,
12.75,69.75,2024,8,4.39,8.534214619,,,,
12.75,70.25,2024,8,4.43,8.611975117,,,,
12.75,70.75,2024,8,4.48,8.709175739,,,,
12.75,71.25,2024,8,4.68,9.097978227,,,,
12.75,71.75,2024,8,5.41,10.51710731,,,,
12.75,72.25,2024,8,5.19,10.08942457,,,,
12.75,72.75,2024,8,5.1,9.914463453,,,,
12.75,73.25,2024,8,5.5,10.69206843,,,,
13.25,67.75,2024,8,4.51,8.767496112,,,,
13.25,68.25,2024,8,4.47,8.689735614,,,,
13.25,68.75,2024,8,4.68,9.097978227,,,,
13.25,69.25,2024,8,4.77,9.272939347,,,,
13.25,69.75,2024,8,4.52,8.786936236,,,,
13.25,70.25,2024,8,4.25,8.262052877,,,,
13.25,70.75,2024,8,4.17,8.106531882,,,,
13.25,71.25,2024,8,4.34,8.437013997,,,,
13.25,71.75,2024,8,4.66,9.059097978,,,,
13.25,72.25,2024,8,4.49,8.728615863,,,,
13.25,72.75,2024,8,4.57,8.884136858,,,,
13.25,73.25,2024,8,5.07,9.856143079,,,,
13.75,67.75,2024,8,4.94,9.603421462,,,,
13.75,68.25,2024,8,4.83,9.389580093,,,,
13.75,68.75,2024,8,5,9.720062208,,,,
13.75,69.25,2024,8,4.84,9.409020218,,,,
13.75,69.75,2024,8,4.41,8.573094868,,,,
13.75,70.25,2024,8,4.08,7.931570762,,,,
13.75,70.75,2024,8,4.03,7.83437014,,,,
13.75,71.25,2024,8,4.3,8.359253499,,,,
13.75,71.75,2024,8,4.39,8.534214619,,,,
13.75,72.25,2024,8,4.38,8.514774495,,,,
13.75,72.75,2024,8,4.52,8.786936236,,,,
13.75,73.25,2024,8,4.93,9.583981337,,,,
14.25,67.75,2024,8,5.26,10.22550544,,,,
14.25,68.25,2024,8,5.1,9.914463453,,,,
14.25,68.75,2024,8,5.01,9.739502333,,,,
14.25,69.25,2024,8,4.69,9.117418351,,,,
14.25,69.75,2024,8,4.3,8.359253499,,,,
14.25,70.25,2024,8,4.12,8.00933126,,,,
14.25,70.75,2024,8,4.28,8.32037325,,,,
14.25,71.25,2024,8,4.7,9.136858476,,,,
14.25,71.75,2024,8,5.03,9.778382582,,,,
14.25,72.25,2024,8,5.18,10.06998445,,,,
14.25,72.75,2024,8,5.42,10.53654743,,,,
